price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,neighborhood_avg_sqft,sqft_lot15,sale_year,sale_month,log_price,is_renovated,house_age,house_age_bin,price_per_sqft
450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,2015,4,13.017005083966255,0,62,50–100 yrs,360.0
1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2015,3,14.115615891155079,0,62,50–100 yrs,490.37413730475845
228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,2014,9,12.337105293891872,0,59,50–100 yrs,191.5966386554622
345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,2015,2,12.75130259456002,0,49,20–50 yrs,109.52380952380952
600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,2014,12,13.304686600863562,0,64,50–100 yrs,425.531914893617
585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2015,2,13.279368835614243,0,34,20–50 yrs,295.45454545454544
920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,2015,3,13.732130035981154,0,88,50–100 yrs,336.996336996337
885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,2014,5,13.69334405393293,0,19,<20 yrs,312.7208480565371
292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,2014,8,12.586223364451623,0,6,<20 yrs,130.0
301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,2015,4,12.614868865984631,0,12,<20 yrs,124.3801652892562
951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2014,8,13.765270393051685,0,46,20–50 yrs,292.61538461538464
430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,2015,2,12.971542813248437,0,24,20–50 yrs,232.43243243243242
650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2014,12,13.384729180332174,0,55,50–100 yrs,302.3255813953488
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,2014,8,12.574185427296195,0,60,50–100 yrs,229.36507936507937
505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2014,10,13.132315688453556,0,41,20–50 yrs,200.47637951568083
549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2014,12,13.215855541983634,0,0,,356.4935064935065
425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,2014,6,12.959846800844963,0,35,20–50 yrs,256.0240963855422
317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2014,11,12.668629868984294,0,89,50–100 yrs,114.66606498194946
975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,2014,9,13.790193775620484,0,25,20–50 yrs,358.45588235294116
287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,2014,10,12.567240979056246,0,9,<20 yrs,128.125
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2014,8,12.225880174775122,0,46,20–50 yrs,204.0
1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2014,6,14.096923772119156,0,49,20–50 yrs,414.0625
1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2014,9,13.854732232655556,0,41,20–50 yrs,218.02935010482182
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2015,1,12.691583538230217,0,43,20–50 yrs,257.93650793650795
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2014,6,13.255146239950099,0,98,50–100 yrs,207.63636363636363
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,2014,7,12.793862088206213,0,9,<20 yrs,151.26050420168067
349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2015,3,12.762830066509972,0,50,20–50 yrs,194.97206703910615
832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2014,11,13.632189702037216,0,28,20–50 yrs,242.71137026239066
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2014,10,12.847929163278053,0,58,50–100 yrs,215.9090909090909
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,2015,4,13.081543466215237,0,74,50–100 yrs,461.53846153846155
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,2014,6,12.923914877701906,0,58,50–100 yrs,290.78014184397165
720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,3,13.487007879880162,0,13,<20 yrs,208.69565217391303
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,2014,12,12.873904582205107,0,11,<20 yrs,165.95744680851064
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,2014,12,12.793862088206213,0,22,20–50 yrs,189.47368421052633
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,2014,10,12.779875885354993,0,66,50–100 yrs,175.74257425742573
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,1,12.782688818818986,0,51,50–100 yrs,211.9047619047619
315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2014,6,12.660331092405906,0,62,50–100 yrs,328.125
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2014,11,13.753636218075409,0,89,50–100 yrs,439.25233644859816
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2014,11,12.628070334272698,0,53,50–100 yrs,114.66165413533835
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2014,6,13.04115549117383,0,8,<20 yrs,166.4259927797834
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,5,12.278397958261774,0,35,20–50 yrs,133.54037267080744
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,2014,9,12.721888795877375,0,8,<20 yrs,325.24271844660194
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,2014,5,12.40287632827253,0,26,20–50 yrs,122.97979797979798
1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,2015,3,13.910712550098342,0,14,<20 yrs,312.46590909090907
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,2015,2,11.938199736300925,0,53,50–100 yrs,127.5
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,7,12.971542813248437,0,75,50–100 yrs,272.1518987341772
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,12,13.45883704259595,0,75,50–100 yrs,443.0379746835443
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014,9,13.715691327653829,1,68,50–100 yrs,274.24242424242425
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2015,3,12.419169901386761,0,48,20–50 yrs,126.27551020408163
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2014,9,12.201065128819632,0,39,20–50 yrs,171.55172413793105
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,7,12.657151449598695,0,34,20–50 yrs,173.48066298342542
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,5,12.988834270491479,0,22,20–50 yrs,188.57758620689654
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,6,13.653968797939685,0,104,>100 yrs,411.0289855072464
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2014,10,13.22672519452875,0,85,50–100 yrs,280.3030303030303
699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,12,13.458765611575428,0,31,20–50 yrs,319.61187214611874
1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,10,13.89985262551525,1,64,50–100 yrs,372.6027397260274
290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,9,12.577639650232573,0,60,50–100 yrs,239.6694214876033
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,4,12.834683971615659,0,37,20–50 yrs,160.25641025641025
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,5,13.038983942375959,0,75,50–100 yrs,275.4491017964072
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,7,12.146858590895919,0,29,20–50 yrs,152.01612903225808
680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,2015,3,13.429849547739444,0,24,20–50 yrs,216.56050955414014
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,8,13.060490101343552,0,72,50–100 yrs,231.5270935960591
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2014,7,13.300929558259364,0,30,20–50 yrs,258.76623376623377
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2015,3,13.25339339419516,0,110,>100 yrs,452.3809523809524
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,9,12.515397562803473,0,34,20–50 yrs,176.94805194805195
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,11,12.706699437569211,0,43,20–50 yrs,158.62980769230768
480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2014,10,13.081543466215237,0,13,<20 yrs,148.60681114551085
740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,11,13.51508226312797,1,114,>100 yrs,169.06392694063928
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2014,6,13.158697235290168,0,4,<20 yrs,326.1006289308176
205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2014,6,12.232841150744216,0,69,50–100 yrs,233.4375
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1,12.054092109237121,0,65,50–100 yrs,109.4267515923567
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2015,5,13.190023895035274,0,90,50–100 yrs,332.29813664596276
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,2015,1,13.399996629152975,0,51,50–100 yrs,275.0
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,11,12.87774334868815,0,27,20–50 yrs,270.0
395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2015,4,12.886643575525625,0,62,50–100 yrs,512.987012987013
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,11,13.005831808336863,0,90,50–100 yrs,211.9047619047619
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,2014,6,13.554147092530322,0,24,20–50 yrs,264.6048109965636
1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015,3,14.187074804051692,1,101,>100 yrs,527.2727272727273
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,2014,7,13.005831808336863,0,47,20–50 yrs,211.9047619047619
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2014,7,12.468440756144114,0,36,20–50 yrs,120.37037037037037
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,2014,6,13.620104977426395,0,88,50–100 yrs,354.5258620689655
430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2015,4,12.971542813248437,0,11,<20 yrs,207.72946859903382
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,2015,1,12.264346270624157,0,29,20–50 yrs,200.0
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2015,4,13.400753916947913,0,29,20–50 yrs,328.60696517412936
784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,2014,6,13.572165574841936,0,25,20–50 yrs,198.48101265822785
453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,2014,5,13.024192509731431,0,0,,225.4955223880597
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,2015,1,13.42246945133505,0,10,<20 yrs,315.42056074766356
199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2014,8,12.201065128819632,0,58,50–100 yrs,150.75757575757575
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,2014,8,12.301387370778713,0,46,20–50 yrs,108.91089108910892
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2014,5,13.021439671201302,0,46,20–50 yrs,174.51737451737452
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,2014,7,12.854486546624395,0,33,20–50 yrs,321.42857142857144
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,2014,5,13.161489855348382,0,0,,444.4017094017094
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,2014,6,13.407543823396258,0,89,50–100 yrs,599.0990990990991
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2014,7,13.17628511440807,0,46,20–50 yrs,187.12765957446808
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2015,5,12.230770136157428,0,53,50–100 yrs,127.32919254658385
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,2015,4,12.948012371209098,0,92,50–100 yrs,396.22641509433964
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2015,2,13.122365377402328,0,54,50–100 yrs,246.30541871921181
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,2014,12,13.733759141278622,0,20,<20 yrs,251.0899182561308
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2014,6,13.698977865303197,0,109,>100 yrs,349.01960784313724
430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,2014,8,12.971542813248437,0,7,<20 yrs,177.68595041322314
258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2014,10,12.460718739865236,0,54,50–100 yrs,114.15929203539822
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,2014,11,13.144126826131089,0,67,50–100 yrs,357.34265734265733
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,2014,8,13.184720145248114,0,24,20–50 yrs,391.3014705882353
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,2015,4,13.235693848424024,0,68,50–100 yrs,504.5045045045045
